"","state_county","trump","biden","others"
"2921","new-hampshire,springfield",436,437,16
"2922","new-hampshire,stark",188,106,1
"2923","new-hampshire,stewartstown",291,117,5
"2924","new-hampshire,stoddard",430,419,0
"2925","new-hampshire,strafford",1408,1330,64
"2926","new-hampshire,stratford",140,159,1
"2927","new-hampshire,stratham",2115,3306,64
"2928","new-hampshire,sugar hill",153,316,16
"2929","new-hampshire,sullivan",186,216,10
"2930","new-hampshire,sunapee",1086,1309,36
"2931","new-hampshire,surry",252,307,4
"2932","new-hampshire,sutton",574,753,21
"2933","new-hampshire,swanzey",1763,2008,59
"2934","new-hampshire,tamworth",838,899,31
"2935","new-hampshire,temple",432,518,11
"2936","new-hampshire,thornton",737,958,36
"2937","new-hampshire,tilton",1044,938,43
"2938","new-hampshire,troy",583,509,25
"2939","new-hampshire,tuftonboro",1012,875,13
"2940","new-hampshire,unity",531,335,26
"2941","new-hampshire,wakefield",1986,1240,44
"2942","new-hampshire,walpole",834,1470,43
"2943","new-hampshire,warner",844,1050,34
"2944","new-hampshire,warren",275,189,14
"2945","new-hampshire,washington",467,314,16
"2946","new-hampshire,waterville",127,238,9
"2947","new-hampshire,weare",3213,2211,114
"2948","new-hampshire,webster",669,548,24
"2949","new-hampshire,wentworth",323,280,17
"2950","new-hampshire,wentworth's location",13,4,1
"2951","new-hampshire,westmoreland",453,660,20
"2952","new-hampshire,whitefield",669,631,21
"2953","new-hampshire,wilmot",366,583,7
"2954","new-hampshire,wilton",1090,1330,53
"2955","new-hampshire,winchester",988,986,45
"2956","new-hampshire,windham",5196,4567,137
"2957","new-hampshire,windsor",91,33,5
"2958","new-hampshire,wolfeboro",2371,2355,51
"2959","new-hampshire,woodstock",364,480,14
"2960","new-jersey,atlantic",64438,73808,2195
"2961","new-jersey,bergen",204417,285967,7076
"2962","new-jersey,burlington",103345,154595,4710
"2963","new-jersey,camden",86207,175065,4327
"2964","new-jersey,cape may",33158,23941,834
"2965","new-jersey,cumberland",28952,32742,881
"2966","new-jersey,essex",75475,266820,3016
"2967","new-jersey,gloucester",83340,86702,3411
"2968","new-jersey,hudson",65698,181452,3308
"2969","new-jersey,hunterdon",43153,39457,2063
"2970","new-jersey,mercer",51641,122532,3050
"2971","new-jersey,middlesex",143467,226250,5975
"2972","new-jersey,monmouth",191808,181291,5291
"2973","new-jersey,morris",141134,153881,5902
"2974","new-jersey,ocean",217740,119456,5550
"2975","new-jersey,passaic",92009,129097,3224
"2976","new-jersey,salem",18827,14479,736
"2977","new-jersey,somerset",71996,111173,3722
"2978","new-jersey,sussex",51698,34481,2173
"2979","new-jersey,union",80002,170245,3794
"2980","new-jersey,warren",34769,24901,1387
"2981","new-mexico,bernalillo",116135,193757,7698
"2982","new-mexico,catron",1698,595,33
"2983","new-mexico,chaves",15656,6381,406
"2984","new-mexico,cibola",3975,4745,183
"2985","new-mexico,colfax",3271,2611,134
"2986","new-mexico,curry",10444,4307,350
"2987","new-mexico,debaca",656,231,14
"2988","new-mexico,dona ana",32802,47957,1882
"2989","new-mexico,eddy",17454,5424,344
"2990","new-mexico,grant",6553,7590,292
"2991","new-mexico,guadalupe",917,1234,38
"2992","new-mexico,harding",319,179,7
"2993","new-mexico,hidalgo",1120,823,31
"2994","new-mexico,lea",16531,4061,326
"2995","new-mexico,lincoln",6942,3194,170
"2996","new-mexico,los alamos",4278,7554,461
"2997","new-mexico,luna",4408,3563,132
"2998","new-mexico,mckinley",7801,18029,656
"2999","new-mexico,mora",903,1745,38
"3000","new-mexico,otero",14521,8485,565
"3001","new-mexico,quay",2634,1170,69
"3002","new-mexico,rio arriba",5408,10990,230
"3003","new-mexico,roosevelt",4634,1802,172
"3004","new-mexico,sandoval",34174,40588,1800
"3005","new-mexico,san juan",32874,18083,1337
"3006","new-mexico,san miguel",3421,7888,222
"3007","new-mexico,santa fe",18329,62530,1368
"3008","new-mexico,sierra",3542,2265,138
"3009","new-mexico,socorro",3255,3722,183
"3010","new-mexico,taos",3715,13121,345
"3011","new-mexico,torrance",4772,2344,165
"3012","new-mexico,union",1388,383,18
"3013","new-mexico,valencia",17364,14263,650
"3014","new-york,albany",51081,99474,3031
"3015","new-york,allegany",14135,6048,533
"3016","new-york,bronx",67740,355374,2769
"3017","new-york,broome",43800,47010,1984
"3018","new-york,cattaraugus",22155,11879,726
"3019","new-york,cayuga",19512,16149,760
"3020","new-york,chautauqua",34853,23087,1255
"3021","new-york,chemung",21922,16636,852
"3022","new-york,chenango",13482,8290,510
"3023","new-york,clinton",16514,18364,559
"3024","new-york,columbia",14464,20386,672
"3025","new-york,cortland",10789,10369,520
"3026","new-york,delaware",13387,9143,441
"3027","new-york,dutchess",66872,81443,2430
"3028","new-york,erie",197527,267174,8320
"3029","new-york,essex",8976,9947,348
"3030","new-york,franklin",9668,9253,347
"3031","new-york,fulton",15378,7931,409
"3032","new-york,genesee",18876,9625,716
"3033","new-york,greene",14271,10346,520
"3034","new-york,hamilton",2225,1178,57
"3035","new-york,herkimer",18870,9937,512
"3036","new-york,jefferson",25629,17307,919
"3037","new-york,brooklyn",202772,703310,7608
"3038","new-york,lewis",8894,3824,226
"3039","new-york,livingston",18182,12477,742
"3040","new-york,madison",18408,14807,823
"3041","new-york,monroe",145661,225746,8457
"3042","new-york,montgomery",12745,7977,412
"3043","new-york,nassau",326716,396504,7763
"3044","new-york,manhattan",85185,603040,7038
"3045","new-york,niagara",56068,46029,2026
"3046","new-york,oneida",57180,41567,1999
"3047","new-york,onondaga",90619,138894,5222
"3048","new-york,ontario",29039,29025,1610
"3049","new-york,orange",84996,84684,2516
"3050","new-york,orleans",12126,5587,441
"3051","new-york,oswego",32138,21143,1210
"3052","new-york,otsego",14382,12975,653
"3053","new-york,putnam",29283,24953,753
"3054","new-york,queens",212665,569038,6559
"3055","new-york,rensselaer",36500,40969,1817
"3056","new-york,staten island",123320,90997,1961
"3057","new-york,rockland",73186,75802,1381
"3058","new-york,saint lawrence",24608,19361,831
"3059","new-york,saratoga",61305,68471,2879
"3060","new-york,schenectady",30741,42465,1656
"3061","new-york,schoharie",9903,5345,437
"3062","new-york,schuyler",5621,3903,216
"3063","new-york,seneca",8329,6914,365
"3064","new-york,steuben",29474,15790,915
"3065","new-york,suffolk",381253,381021,9267
"3066","new-york,sullivan",18665,15489,493
"3067","new-york,tioga",14791,9634,611
"3068","new-york,tompkins",11096,33619,1020
"3069","new-york,ulster",37590,57970,1860
"3070","new-york,warren",17699,17642,808
"3071","new-york,washington",15941,11565,595
"3072","new-york,wayne",26204,17456,1067
"3073","new-york,westchester",144713,312371,5181
"3074","new-york,wyoming",13898,5073,428
"3075","new-york,yates",6208,4219,274
"3076","north-carolina,alamance",46056,38825,1210
"3077","north-carolina,alexander",15888,4145,203
"3078","north-carolina,alleghany",4527,1486,63
"3079","north-carolina,anson",5321,5789,84
"3080","north-carolina,ashe",11451,4164,199
"3081","north-carolina,avery",7172,2191,95
"3082","north-carolina,beaufort",16437,9633,245
"3083","north-carolina,bertie",3817,5939,59
"3084","north-carolina,bladen",9676,7326,123
"3085","north-carolina,brunswick",55850,33310,1015
"3086","north-carolina,buncombe",62412,96515,2642
"3087","north-carolina,burke",31019,13118,465
"3088","north-carolina,cabarrus",63237,52162,1828
"3089","north-carolina,caldwell",32119,10245,465
"3090","north-carolina,camden",4312,1537,104
"3091","north-carolina,carteret",30028,12093,574
"3092","north-carolina,caswell",7089,4860,102
"3093","north-carolina,catawba",56588,25689,1148
"3094","north-carolina,chatham",21186,26787,626
"3095","north-carolina,cherokee",12628,3583,212
"3096","north-carolina,chowan",4471,3247,66
"3097","north-carolina,clay",5112,1699,82
"3098","north-carolina,cleveland",33798,16955,555
"3099","north-carolina,columbus",16832,9446,168
"3100","north-carolina,craven",31032,21148,885
"3101","north-carolina,cumberland",60032,84469,2649
"3102","north-carolina,currituck",11657,4195,295
"3103","north-carolina,dare",13938,9936,358
"3104","north-carolina,davidson",64658,22636,1220
"3105","north-carolina,davie",18228,6713,370
"3106","north-carolina,duplin",13793,8767,155
"3107","north-carolina,durham",32459,144688,2767
"3108","north-carolina,edgecombe",9206,16089,182
"3109","north-carolina,forsyth",85064,113033,3173
"3110","north-carolina,franklin",20901,15879,571
"3111","north-carolina,gaston",73033,40959,1506
"3112","north-carolina,gates",3367,2546,58
"3113","north-carolina,graham",3710,905,50
"3114","north-carolina,granville",16647,14565,386
"3115","north-carolina,greene",4874,3832,47
"3116","north-carolina,guilford",107294,173086,4106
"3117","north-carolina,halifax",10080,15545,134
"3118","north-carolina,harnett",35177,22093,1023
"3119","north-carolina,haywood",22834,13144,564
"3120","north-carolina,henderson",40032,27211,1128
"3121","north-carolina,hertford",3479,7097,58
"3122","north-carolina,hoke",9453,11804,382
"3123","north-carolina,hyde",1418,1046,28
"3124","north-carolina,iredell",67010,33888,1473
"3125","north-carolina,jackson",11356,9591,481
"3126","north-carolina,johnston",68353,41257,1747
"3127","north-carolina,jones",3280,2197,48
"3128","north-carolina,lee",16469,12143,396
"3129","north-carolina,lenoir",14590,13605,214
"3130","north-carolina,lincoln",36341,13274,602
"3131","north-carolina,mcdowell",16883,5832,288
"3132","north-carolina,macon",14211,6230,302
"3133","north-carolina,madison",7979,4901,196
"3134","north-carolina,martin",6532,5911,97
"3135","north-carolina,mecklenburg",179211,378107,9735
"3136","north-carolina,mitchell",7090,1867,84
"3137","north-carolina,montgomery",8411,4327,111
"3138","north-carolina,moore",36764,20779,796
"3139","north-carolina,nash",25827,25947,497
"3140","north-carolina,new hanover",63331,66138,2361
"3141","north-carolina,northampton",3989,6069,51
"3142","north-carolina,onslow",46078,24266,1891
"3143","north-carolina,orange",20176,63594,1227
"3144","north-carolina,pamlico",4849,2713,69
"3145","north-carolina,pasquotank",9770,9832,295
"3146","north-carolina,pender",21956,11723,490
"3147","north-carolina,perquimans",4903,2492,89
"3148","north-carolina,person",13184,8465,245
"3149","north-carolina,pitt",38982,47252,1339
"3150","north-carolina,polk",7689,4518,151
"3151","north-carolina,randolph",56894,15618,804
"3152","north-carolina,richmond",11830,8754,179
"3153","north-carolina,robeson",27806,19020,362
"3154","north-carolina,rockingham",31301,15992,516
"3155","north-carolina,rowan",49297,23114,997
"3156","north-carolina,rutherford",24891,9135,403
"3157","north-carolina,sampson",17411,10966,241
"3158","north-carolina,scotland",7473,7186,116
"3159","north-carolina,stanly",25458,8129,352
"3160","north-carolina,stokes",20142,5286,273
"3161","north-carolina,surry",27538,8721,379
"3162","north-carolina,swain",4161,2780,127
"3163","north-carolina,transylvania",11636,8444,324
"3164","north-carolina,tyrrell",1044,758,15
"3165","north-carolina,union",80382,48725,1904
"3166","north-carolina,vance",8391,12431,177
"3167","north-carolina,wake",226197,393336,12297
"3168","north-carolina,warren",3752,6400,141
"3169","north-carolina,washington",2781,3396,28
"3170","north-carolina,watauga",14451,17122,647
"3171","north-carolina,wayne",30709,24215,613
"3172","north-carolina,wilkes",27592,7511,363
"3173","north-carolina,wilson",19581,20754,400
"3174","north-carolina,yadkin",15933,3763,227
"3175","north-carolina,yancey",7516,3688,148
"3176","north-dakota,adams",981,258,30
"3177","north-dakota,barnes",3568,1820,177
"3178","north-dakota,benson",1094,822,45
"3179","north-dakota,billings",541,72,22
"3180","north-dakota,bottineau",2575,821,75
"3181","north-dakota,bowman",1395,228,34
"3182","north-dakota,burke",994,137,24
"3183","north-dakota,burleigh",34744,14348,1661
"3184","north-dakota,cass",42619,40311,3123
"3185","north-dakota,cavalier",1499,474,47
"3186","north-dakota,dickey",1742,608,74
"3187","north-dakota,divide",904,265,33
"3188","north-dakota,dunn",1951,342,45
"3189","north-dakota,eddy",854,383,24
"3190","north-dakota,emmons",1738,237,34
"3191","north-dakota,foster",1362,373,43
"3192","north-dakota,golden valley",871,137,18
"3193","north-dakota,grand forks",16987,12880,1103
"3194","north-dakota,grant",1145,207,29
"3195","north-dakota,griggs",907,308,35
"3196","north-dakota,hettinger",1091,196,25
"3197","north-dakota,kidder",1215,221,24
"3198","north-dakota,lamoure",1645,527,47
"3199","north-dakota,logan",930,128,18
"3200","north-dakota,mchenry",2364,564,75
"3201","north-dakota,mcintosh",1153,261,41
"3202","north-dakota,mckenzie",4482,814,123
"3203","north-dakota,mclean",4198,1230,108
"3204","north-dakota,mercer",3856,704,115
"3205","north-dakota,morton",12243,3872,504
"3206","north-dakota,mountrail",2824,1256,85
"3207","north-dakota,nelson",1141,586,50
"3208","north-dakota,oliver",918,129,19
"3209","north-dakota,pembina",2460,786,85
"3210","north-dakota,pierce",1585,497,46
"3211","north-dakota,ramsey",3577,1639,156
"3212","north-dakota,ransom",1418,945,91
"3213","north-dakota,renville",1065,220,34
"3214","north-dakota,richland",5072,2510,230
"3215","north-dakota,rolette",1257,2482,65
"3216","north-dakota,sargent",1266,738,66
"3217","north-dakota,sheridan",688,104,20
"3218","north-dakota,sioux",258,804,124
"3219","north-dakota,slope",380,44,3
"3220","north-dakota,stark",12110,2499,441
"3221","north-dakota,steele",652,392,44
"3222","north-dakota,stutsman",6994,2676,289
"3223","north-dakota,towner",830,317,27
"3224","north-dakota,traill",2522,1493,121
"3225","north-dakota,walsh",3324,1333,126
"3226","north-dakota,ward",19974,7293,979
"3227","north-dakota,wells",1893,442,39
"3228","north-dakota,williams",11739,2169,426
"3229","ohio,adams",9870,2156,119
"3230","ohio,allen",33116,14149,741
"3231","ohio,ashland",19407,6541,457
"3232","ohio,ashtabula",26890,16497,760
"3233","ohio,athens",10862,14772,425
"3234","ohio,auglaize",20798,4651,328
"3235","ohio,belmont",23560,9138,390
"3236","ohio,brown",16480,4380,236
"3237","ohio,butler",114392,69613,2732
"3238","ohio,carroll",10745,3251,216
"3239","ohio,champaign",14589,5062,321
"3240","ohio,clark",39032,24076,1104
"3241","ohio,clermont",74570,34092,1818
"3242","ohio,clinton",15488,4697,342
"3243","ohio,columbiana",35726,13359,775
"3244","ohio,coshocton",12325,4125,289
"3245","ohio,crawford",15436,4916,334
"3246","ohio,cuyahoga",202699,416176,6795
"3247","ohio,darke",22004,4731,399
"3248","ohio,defiance",13038,5981,362
"3249","ohio,delaware",66356,57735,1979
"3250","ohio,erie",22160,17493,682
"3251","ohio,fairfield",50797,31224,1290
"3252","ohio,fayette",9473,2975,164
"3253","ohio,franklin",211237,409144,10196
"3254","ohio,fulton",15731,6664,375
"3255","ohio,gallia",10645,2990,164
"3256","ohio,geauga",34143,21201,677
"3257","ohio,greene",52072,34798,1773
"3258","ohio,guernsey",13407,4577,246
"3259","ohio,hamilton",177886,246266,6777
"3260","ohio,hancock",26310,11757,704
"3261","ohio,hardin",9949,3062,236
"3262","ohio,harrison",5792,1768,95
"3263","ohio,henry",10479,4062,223
"3264","ohio,highland",15678,3799,199
"3265","ohio,hocking",9737,3880,207
"3266","ohio,holmes",10796,1994,157
"3267","ohio,huron",18956,7759,475
"3268","ohio,jackson",11309,3311,174
"3269","ohio,jefferson",22828,10018,516
"3270","ohio,knox",22340,8589,469
"3271","ohio,lake",73278,55514,1717
"3272","ohio,lawrence",20306,7489,332
"3273","ohio,licking",59514,33055,1641
"3274","ohio,logan",17964,5055,349
"3275","ohio,lorain",79520,75667,2250
"3276","ohio,lucas",81763,115411,3449
"3277","ohio,madison",13835,5698,322
"3278","ohio,mahoning",59903,57641,1422
"3279","ohio,marion",19023,8269,526
"3280","ohio,medina",64598,39800,1427
"3281","ohio,meigs",8316,2492,143
"3282","ohio,mercer",19452,4030,279
"3283","ohio,miami",41371,15663,938
"3284","ohio,monroe",5463,1605,80
"3285","ohio,montgomery",129034,135064,4407
"3286","ohio,morgan",5041,1725,81
"3287","ohio,morrow",14077,4048,332
"3288","ohio,muskingum",27867,11971,627
"3289","ohio,noble",5135,1170,38
"3290","ohio,ottawa",14628,9008,371
"3291","ohio,paulding",7086,2213,168
"3292","ohio,perry",12357,4098,220
"3293","ohio,pickaway",20593,7304,374
"3294","ohio,pike",9157,3110,145
"3295","ohio,portage",45990,35661,1221
"3296","ohio,preble",17022,4493,294
"3297","ohio,putnam",16412,3195,314
"3298","ohio,richland",41472,17640,863
"3299","ohio,ross",22278,10557,464
"3300","ohio,sandusky",18896,10596,582
"3301","ohio,scioto",22609,9080,358
"3302","ohio,seneca",17086,8266,458
"3303","ohio,shelby",20422,4465,371
"3304","ohio,stark",111097,75904,2878
"3305","ohio,summit",124833,151668,3972
"3306","ohio,trumbull",55194,44519,1288
"3307","ohio,tuscarawas",30458,12889,668
"3308","ohio,union",21669,11141,635
"3309","ohio,van wert",11650,3067,248
"3310","ohio,vinton",4632,1331,67
"3311","ohio,warren",87988,46069,2043
"3312","ohio,washington",22307,9243,481
"3313","ohio,wayne",36759,16660,864
"3314","ohio,williams",13452,4842,357
"3315","ohio,wood",35757,30617,1223
"3316","ohio,wyandot",8462,2733,195
"3317","oklahoma,adair",5585,1387,136
"3318","oklahoma,alfalfa",1978,232,52
"3319","oklahoma,atoka",4557,765,67
"3320","oklahoma,beaver",1968,190,20
"3321","oklahoma,beckham",6767,1048,133
"3322","oklahoma,blaine",3136,688,77
"3323","oklahoma,bryan",12344,3323,309
"3324","oklahoma,caddo",7013,2670,176
"3325","oklahoma,canadian",43550,16742,1648
"3326","oklahoma,carter",14699,4470,310
"3327","oklahoma,cherokee",11223,6027,464
